id,question_id,option_id,code,content,project_id,table_id,year,del_flag,create_by,create_time,update_by,update_time,remark
27517,110003,,2101021,21,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27518,110004,,2101021,01,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27519,110006,,2101021,02,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27520,110002,,2101021,2101021,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27521,110001,,2101021,2101021,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27522,110007,11000701,2101021,1,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27523,110008,,2101021,aa,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27524,110219,,2101021,1,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27525,110220,,2101021,13688889999,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27526,110013,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27527,110014,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27528,110015,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27529,110025,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27530,110027,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27531,110028,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27532,110029,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27533,110030,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27534,110031,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27535,110032,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27536,110033,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27537,110035,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27538,110036,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27539,110037,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27540,110038,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27541,110039,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27542,110040,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27543,110047,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27544,110048,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27545,110049,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27546,110050,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27547,110259,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27548,110260,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27549,110054,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27550,110055,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27551,110056,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27552,110267,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27553,110268,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27554,110269,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27555,110060,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27556,110061,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27557,110062,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27558,110063,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27559,110064,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27560,110065,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27561,110066,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27562,110067,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27563,110051,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27564,110052,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27565,110057,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27566,110058,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27567,110059,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27568,110016,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27569,110264,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27570,110265,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27571,110017,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27572,110018,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27573,110041,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27574,110266,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27575,110042,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27576,110043,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27577,110022,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27578,110023,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27579,110024,,2101021,0,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27580,110011,11001102,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27581,110020,11002002,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27582,110045,11004502,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27583,110270,11027002,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27584,110271,11027102,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27585,110171,11017102,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
27586,110130,11013002,2101021,2,2,1,2025,0,qxjk,10/11/2025 10:24:24,,,
